TubeNo,ShaftNo,TB1,TB2,TB3,TC1,TC2,TC3,TD1,TD2,TD3,SA1,SA2,SA3,SB1,SB2,SB3,SC1,SC2,SC3,BallGrade,BallSize
A0067885B3 171958 T0179B 200910,A0067885B3 171958 S0179B 200910,16.534,16.576,16.554,16.544,16.517,16.532,16.561,16.526,16.543,24.867,24.87,24.86,24.872,24.878,24.874,24.87,24.877,24.871,7,4.186
A0067885B3 171958 T0180B 200910,A0067885B3 171958 S0180B 200910,16.539,16.548,16.571,16.533,16.49,16.568,16.545,16.512,16.587,24.87,24.867,24.863,24.877,24.882,24.876,24.875,24.88,24.875,7,4.186
A0067885B3 171958 T0181B 200910,A0067885B3 171958 S0181B 200910,16.551,16.555,16.543,16.554,16.526,16.518,16.574,16.53,16.548,24.858,24.857,24.85,24.837,24.848,24.842,24.866,24.873,24.868,11,4.194
A0067885B3 171958 T0182B 200910,A0067885B3 171958 S0182B 200910,16.529,16.509,16.53,16.516,16.412,16.475,16.532,16.436,16.5,24.871,24.872,24.865,24.851,24.863,24.86,24.876,24.883,24.873,2,4.175
A0067885B3 171958 T0183B 200910,A0067885B3 171958 S0183B 200910,16.553,16.521,16.53,16.537,16.485,16.521,16.538,16.511,16.551,24.869,24.867,24.86,24.85,24.857,24.853,24.875,24.881,24.876,7,4.186
A0067885B3 171958 T0184B 200910,A0067885B3 171958 S0184B 200910,16.55,16.563,16.553,16.57,16.542,16.499,16.576,16.547,16.527,24.865,24.866,24.86,24.847,24.855,24.851,24.872,24.88,24.874,2,4.175
A0067885B3 171958 T0185B 200910,A0067885B3 171958 S0185B 200910,16.504,16.558,16.528,16.482,16.516,16.471,16.518,16.517,16.488,24.862,24.86,24.85,24.843,24.852,24.85,24.871,24.877,24.87,7,4.186
A0067885B3 171958 T0186B 200910,A0067885B3 171958 S0186B 200910,16.548,16.555,16.549,16.549,16.49,16.521,16.564,16.516,16.535,24.851,24.846,24.85,24.828,24.836,24.833,24.852,24.859,24.845,10,4.192
A0067885B3 171958 T0187B 200910,A0067885B3 171958 S0187B 200910,16.536,16.548,16.53,16.504,16.475,16.521,16.533,16.476,16.543,24.868,24.868,24.861,24.846,24.854,24.848,24.867,24.875,24.866,5,4.182
A0067885B3 171958 T0188B 200910,A0067885B3 171958 S0188B 200910,16.526,16.571,16.527,16.516,16.512,16.491,16.547,16.503,16.516,24.859,24.858,24.851,24.842,24.85,24.846,24.867,24.871,24.865,7,4.186
A0067885B3 171958 T0189B 200910,A0067885B3 171958 S0189B 200910,16.535,16.556,16.539,16.489,16.5,16.516,16.524,16.504,16.535,24.851,24.853,24.847,24.844,24.847,24.845,24.867,24.865,24.862,10,4.192
A0067885B3 171958 T0190B 200910,A0067885B3 171958 S0190B 200910,16.509,16.576,16.519,16.467,16.544,16.48,16.5,16.53,16.516,24.856,24.857,24.849,24.835,24.847,24.842,24.86,24.874,24.861,7,4.186
A0067885B3 171958 T0191B 200910,A0067885B3 171958 S0191B 200910,16.539,16.567,16.561,16.518,16.521,16.565,16.563,16.512,16.578,24.862,24.863,24.853,24.843,24.853,24.85,24.867,24.874,24.868,7,4.186
A0067885B3 171958 T0192B 200910,A0067885B3 171958 S0192B 200910,16.568,16.59,16.557,16.551,16.525,16.581,16.574,16.547,16.584,24.854,24.849,24.852,24.832,24.841,24.84,24.858,24.867,24.864,7,4.186
A0067885B3 171958 T0193B 200910,A0067885B3 171958 S0193B 200910,16.542,16.548,16.521,16.499,16.488,16.493,16.527,16.484,16.52,24.871,24.87,24.866,24.853,24.861,24.857,24.882,24.888,24.882,7,4.186
A0067885B3 171958 T0194B 200910,A0067885B3 171958 S0194B 200910,16.546,16.559,16.555,16.513,16.53,16.536,16.553,16.534,16.548,24.861,24.86,24.854,24.845,24.851,24.849,24.869,24.876,24.869,2,4.175
A0067885B3 171958 T0195B 200910,A0067885B3 171958 S0195B 200910,16.516,16.585,16.568,16.483,16.55,16.563,16.528,16.543,16.569,24.867,24.867,24.86,24.849,24.855,24.85,24.872,24.879,24.872,10,4.192
A0067885B3 171958 T0196B 200910,A0067885B3 171958 S0196B 200910,16.548,16.56,16.54,16.543,16.517,16.5,16.562,16.525,16.52,24.866,24.868,24.861,24.857,24.862,24.859,24.872,24.883,24.873,7,4.186
A0067885B3 171958 T0197B 200910,A0067885B3 171958 S0197B 200910,16.535,16.589,16.539,16.537,16.54,16.517,16.558,16.552,16.538,24.865,24.862,24.858,24.871,24.875,24.873,24.872,24.877,24.871,7,4.186
A0067885B3 171958 T0198B 200910,A0067885B3 171958 S0198B 200910,16.541,16.529,16.569,16.521,16.461,16.544,16.535,16.484,16.548,24.869,24.872,24.863,24.869,24.868,24.869,24.873,24.877,24.871,7,4.186
A0067885B3 171958 T0199B 200910,A0067885B3 171958 S0199B 200910,16.526,16.556,16.536,16.528,16.498,16.533,16.539,16.518,16.553,24.867,24.868,24.861,24.868,24.868,24.867,24.875,24.879,24.877,7,4.186
A0067885B3 171958 T0200B 200910,A0067885B3 171958 S0200B 200910,16.546,16.575,16.556,16.55,16.536,16.54,16.566,16.546,16.568,24.862,24.866,24.855,24.863,24.866,24.865,24.864,24.875,24.867,7,4.186
A0067885B3 171958 T0201B 200910,A0067885B3 171958 S0201B 200910,16.553,16.554,16.539,16.535,16.482,16.495,16.548,16.485,16.533,24.874,24.875,24.868,24.848,24.849,24.848,24.884,24.889,24.885,7,4.186
A0067885B3 171958 T0202B 200910,A0067885B3 171958 S0202B 200910,16.547,16.564,16.539,16.528,16.525,16.506,16.552,16.513,16.547,24.874,24.872,24.865,24.866,24.867,24.866,24.876,24.884,24.879,7,4.186
A0067885B3 171958 T0203B 200910,A0067885B3 171958 S0203B 200910,16.552,16.537,16.529,16.526,16.493,16.496,16.537,16.51,16.532,24.852,24.848,24.841,24.862,24.862,24.86,24.855,24.859,24.852,10,4.192
A0067885B3 171958 T0204B 200910,A0067885B3 171958 S0204B 200910,16.534,16.559,16.573,16.52,16.52,16.559,16.544,16.556,16.556,24.865,24.862,24.856,24.864,24.861,24.862,24.871,24.875,24.869,2,4.175
A0067885B3 171958 T0205B 200910,A0067885B3 171958 S0205B 200910,16.555,16.566,16.564,16.568,16.519,16.555,16.59,16.549,16.562,24.861,24.862,24.854,24.855,24.859,24.858,24.868,24.874,24.868,7,4.186
A0067885B3 171958 T0206B 200910,A0067885B3 171958 S0206B 200910,16.545,16.548,16.544,16.519,16.512,16.521,16.548,16.516,16.541,24.867,24.866,24.862,24.863,24.866,24.861,24.87,24.877,24.871,10,4.192
A0067885B3 171958 T0207B 200910,A0067885B3 171958 S0207B 200910,16.552,16.548,16.541,16.528,16.513,16.518,16.554,16.505,16.551,24.867,24.865,24.86,24.852,24.853,24.851,24.869,24.874,24.87,7,4.186
A0067885B3 171958 T0208B 200910,A0067885B3 171958 S0208B 200910,16.496,16.562,16.524,16.471,16.486,16.512,16.509,16.509,16.519,24.86,24.862,24.856,24.873,24.874,24.873,24.866,24.874,24.867,7,4.186
A0067885B3 171958 T0209B 200910,A0067885B3 171958 S0209B 200910,16.539,16.561,16.537,16.536,16.518,16.526,16.558,16.522,16.553,24.85,24.847,24.848,24.864,24.865,24.864,24.858,24.866,24.864,10,4.192
A0067885B3 171958 T0210B 200910,A0067885B3 171958 S0210B 200910,16.533,16.546,16.566,16.532,16.466,16.566,16.551,16.488,16.577,24.857,24.857,24.854,24.868,24.868,24.864,24.87,24.879,24.873,7,4.186
A0067885B3 171958 T0211B 200910,A0067885B3 171958 S0211B 200910,16.55,16.584,16.541,16.539,16.559,16.513,16.562,16.549,16.549,24.866,24.864,24.855,24.868,24.872,24.869,24.871,24.875,24.872,7,4.186
A0067885B3 171958 T0212B 200910,A0067885B3 171958 S0212B 200910,16.501,16.584,16.539,16.492,16.536,16.563,16.546,16.538,16.561,24.856,24.856,24.847,24.867,24.867,24.865,24.862,24.869,24.863,10,4.192
A0067885B3 171958 T0213B 200910,A0067885B3 171958 S0213B 200910,16.557,16.547,16.546,16.544,16.509,16.516,16.565,16.51,16.553,24.867,24.866,24.86,24.869,24.871,24.87,24.871,24.878,24.879,2,4.175
A0067885B3 171958 T0214B 200910,A0067885B3 171958 S0214B 200910,16.541,16.562,16.544,16.522,16.534,16.526,16.544,16.56,16.535,24.865,24.864,24.859,24.867,24.87,24.87,24.855,24.864,24.856,7,4.186
A0067885B3 171958 T0215B 200910,A0067885B3 171958 S0215B 200910,16.548,16.549,16.554,16.534,16.516,16.561,16.543,16.538,16.582,24.863,24.867,24.858,24.86,24.864,24.862,24.866,24.876,24.869,10,4.192
A0067885B3 171958 T0216B 200910,A0067885B3 171958 S0216B 200910,16.53,16.572,16.532,16.533,16.517,16.523,16.552,16.528,16.54,24.872,24.87,24.865,24.876,24.876,24.875,24.879,24.884,24.877,2,4.175
A0067885B3 171958 T0217B 200910,A0067885B3 171958 S0217B 200910,16.564,16.56,16.519,16.576,16.51,16.506,16.585,16.515,16.539,24.863,24.862,24.857,24.873,24.873,24.87,24.873,24.879,24.876,10,4.192
A0067885B3 171958 T0218B 200910,A0067885B3 171958 S0218B 200910,16.545,16.543,16.541,16.527,16.476,16.518,16.54,16.492,16.544,24.868,24.865,24.858,24.848,24.849,24.848,24.866,24.868,24.863,2,4.175
A0067885B3 171958 T0219B 200910,A0067885B3 171958 S0219B 200910,16.526,16.557,16.555,16.534,16.498,16.573,16.569,16.51,16.58,24.872,24.872,24.864,24.864,24.865,24.865,24.877,24.885,24.879,7,4.186
A0067885B3 171958 T0220B 200910,A0067885B3 171958 S0220B 200910,16.538,16.573,16.542,16.527,16.553,16.518,16.548,16.565,16.537,24.855,24.851,24.843,24.863,24.866,24.864,24.857,24.862,24.855,10,4.192
A0067885B3 171958 T0221B 200910,A0067885B3 171958 S0221B 200910,16.545,16.543,16.544,16.541,16.476,16.518,16.561,16.483,16.545,24.865,24.861,24.855,24.869,24.868,24.868,24.868,24.873,24.866,2,4.175
A0067885B3 171958 T0222B 200910,A0067885B3 171958 S0222B 200910,16.536,16.564,16.539,16.511,16.512,16.508,16.538,16.512,16.536,24.864,24.858,24.855,24.865,24.865,24.864,24.869,24.87,24.865,7,4.186
A0067885B3 171958 T0223B 200910,A0067885B3 171958 S0223B 200910,16.54,16.557,16.561,16.546,16.525,16.547,16.585,16.539,16.55,24.86,24.858,24.85,24.86,24.863,24.862,24.864,24.868,24.865,7,4.186
A0067885B3 171958 T0224B 200910,A0067885B3 171958 S0224B 200910,16.5,16.561,16.565,16.485,16.478,16.587,16.533,16.496,16.576,24.872,24.872,24.866,24.846,24.849,24.848,24.88,24.888,24.88,7,4.186
A0067885B3 171958 T0225B 200910,A0067885B3 171958 S0225B 200910,16.544,16.578,16.551,16.534,16.551,16.557,16.551,16.562,16.579,24.874,24.871,24.867,24.863,24.863,24.86,24.878,24.888,24.879,7,4.186
A0067885B3 171958 T0226B 200910,A0067885B3 171958 S0226B 200910,16.558,16.579,16.572,16.558,16.529,16.55,16.592,16.538,16.562,24.876,24.872,24.867,24.863,24.863,24.861,24.882,24.886,24.877,10,4.192
A0067885B3 171958 T0227B 200910,A0067885B3 171958 S0227B 200910,16.541,16.585,16.547,16.544,16.56,16.55,16.577,16.572,16.566,24.871,24.869,24.865,24.854,24.857,24.855,24.877,24.884,24.878,2,4.175
A0067885B3 171958 T0228B 200910,A0067885B3 171958 S0228B 200910,16.542,16.559,16.536,16.522,16.524,16.508,16.536,16.534,16.544,24.852,24.854,24.848,24.867,24.867,24.86,24.853,24.861,24.857,7,4.186
A0067885B3 171958 T0229B 200910,A0067885B3 171958 S0229B 200910,16.522,16.542,16.52,16.518,16.516,16.526,16.53,16.521,16.554,24.873,24.869,24.864,24.856,24.86,24.859,24.874,24.88,24.874,7,4.186
A0067885B3 171958 T0230B 200910,A0067885B3 171958 S0230B 200910,16.541,16.571,16.544,16.536,16.516,16.533,16.566,16.523,16.546,24.859,24.863,24.857,24.861,24.867,24.864,24.862,24.864,24.859,7,4.186
A0067885B3 171958 T0231B 200910,A0067885B3 171958 S0231B 200910,16.544,16.55,16.536,16.523,16.481,16.526,16.534,16.489,16.549,24.869,24.865,24.862,24.875,24.875,24.873,24.873,24.879,24.871,7,4.186
A0067885B3 171958 T0232B 200910,A0067885B3 171958 S0232B 200910,16.557,16.578,16.576,16.567,16.507,16.56,16.59,16.515,16.583,24.863,24.862,24.859,24.866,24.867,24.866,24.87,24.878,24.874,10,4.192
A0067885B3 171958 T0233B 200910,A0067885B3 171958 S0233B 200910,16.54,16.567,16.558,16.541,16.532,16.56,16.566,16.551,16.573,24.865,24.864,24.857,24.863,24.864,24.863,24.878,24.881,24.876,2,4.175
A0067885B3 171958 T0234B 200910,A0067885B3 171958 S0234B 200910,16.544,16.577,16.551,16.568,16.533,16.551,16.592,16.562,16.553,24.863,24.86,24.857,24.873,24.876,24.874,24.866,24.875,24.872,7,4.186
A0067885B3 171958 T0235B 200910,A0067885B3 171958 S0235B 200910,16.542,16.539,16.538,16.504,16.474,16.531,16.513,16.486,16.553,24.862,24.862,24.867,24.852,24.852,24.85,24.868,24.877,24.866,7,4.186
A0067885B3 171958 T0236B 200910,A0067885B3 171958 S0236B 200910,16.535,16.575,16.562,16.511,16.529,16.531,16.548,16.522,16.559,24.851,24.853,24.847,24.865,24.867,24.865,24.861,24.882,24.864,7,4.186
A0067885B3 171958 T0237B 200910,A0067885B3 171958 S0237B 200910,16.551,16.562,16.566,16.562,16.503,16.557,16.571,16.532,16.568,24.864,24.869,24.858,24.859,24.861,24.864,24.87,24.879,24.871,7,4.186
A0067885B3 171958 T0238B 200910,A0067885B3 171958 S0238B 200910,16.553,16.574,16.55,16.539,16.533,16.535,16.555,16.549,16.55,24.859,24.857,24.86,24.858,24.86,24.858,24.868,24.87,24.87,7,4.186
A0067885B3 171958 T0239B 200910,A0067885B3 171958 S0239B 200910,16.529,16.544,16.536,16.489,16.469,16.5,16.516,16.477,16.532,24.866,24.865,24.858,24.876,24.879,24.877,24.872,24.876,24.87,2,4.175
A0067885B3 171958 T0240B 200910,A0067885B3 171958 S0240B 200910,16.525,16.57,16.532,16.51,16.537,16.505,16.53,16.542,16.547,24.862,24.86,24.86,24.875,24.875,24.873,24.873,24.877,24.873,7,4.186
A0067885B3 171958 T0241B 200910,A0067885B3 171958 S0241B 200910,16.55,16.571,16.566,16.564,16.526,16.583,16.586,16.551,16.594,24.857,24.856,24.852,24.877,24.876,24.876,24.866,24.87,24.866,7,4.186
A0067885B3 171958 T0242B 200910,A0067885B3 171958 S0242B 200910,16.559,16.555,16.549,16.56,16.529,16.54,16.581,16.546,16.571,24.864,24.864,24.858,24.873,24.873,24.873,24.868,24.877,24.867,2,4.175
A0067885B3 171958 T0243B 200910,A0067885B3 171958 S0243B 200910,16.523,16.557,16.548,16.488,16.522,16.519,16.529,16.518,16.548,24.875,24.873,24.868,24.85,24.849,24.849,24.879,24.883,24.877,7,4.186
A0067885B3 171958 T0244B 200910,A0067885B3 171958 S0244B 200910,16.509,16.554,16.545,16.523,16.501,16.531,16.541,16.521,16.555,24.865,24.866,24.859,24.873,24.874,24.873,24.868,24.871,24.869,10,4.192
A0067885B3 171958 T0245B 200910,A0067885B3 171958 S0245B 200910,16.518,16.549,16.528,16.508,16.453,16.515,16.532,16.456,16.543,24.874,24.869,24.865,24.857,24.862,24.859,24.879,24.886,24.878,7,4.186
A0067885B3 171958 T0246B 200910,A0067885B3 171958 S0246B 200910,16.557,16.572,16.567,16.569,16.51,16.556,16.587,16.546,16.559,24.86,24.858,24.853,24.868,24.869,24.868,24.866,24.872,24.866,7,4.186
A0067885B3 171958 T0247B 200910,A0067885B3 171958 S0247B 200910,16.566,16.572,16.562,16.569,16.513,16.552,16.584,16.52,16.569,24.856,24.863,24.842,24.866,24.869,24.866,24.863,24.864,24.859,7,4.186
A0067885B3 171958 T0248B 200910,A0067885B3 171958 S0248B 200910,16.536,16.575,16.526,16.549,16.522,16.507,16.564,16.527,16.534,24.862,24.862,24.855,24.869,24.868,24.868,24.868,24.876,24.87,7,4.186
A0067885B3 171958 T0249B 200910,A0067885B3 171958 S0249B 200910,16.548,16.572,16.562,16.55,16.531,16.575,16.577,16.546,16.59,24.872,24.872,24.866,24.862,24.865,24.864,24.881,24.887,24.88,7,4.186
A0067885B3 171958 T0250B 200910,A0067885B3 171958 S0250B 200910,16.542,16.559,16.533,16.515,16.51,16.507,16.532,16.527,16.531,24.859,24.847,24.846,24.863,24.865,24.863,24.861,24.858,24.847,10,4.192
A0067885B3 171958 T0251B 200910,A0067885B3 171958 S0251B 200910,16.53,16.55,16.521,16.518,16.496,16.535,16.548,16.512,16.551,24.864,24.864,24.857,24.852,24.858,24.856,24.869,24.875,24.87,7,4.186
A0067885B3 171958 T0252B 200910,A0067885B3 171958 S0252B 200910,16.537,16.545,16.523,16.538,16.523,16.521,16.545,16.54,16.553,24.867,24.866,24.86,24.867,24.869,24.866,24.871,24.877,24.87,7,4.186
A0067885B3 171958 T0253B 200910,A0067885B3 171958 S0253B 200910,16.536,16.566,16.533,16.525,16.526,16.52,16.552,16.532,16.55,24.867,24.865,24.86,24.858,24.858,24.857,24.871,24.881,24.872,10,4.192
A0067885B3 171958 T0254B 200910,A0067885B3 171958 S0254B 200910,16.516,16.568,16.551,16.499,16.496,16.493,16.525,16.494,16.535,24.862,24.86,24.852,24.866,24.867,24.866,24.868,24.875,24.864,7,4.186
A0067885B3 171958 T0255B 200910,A0067885B3 171958 S0255B 200910,16.542,16.583,16.538,16.554,16.519,16.54,16.559,16.535,16.552,24.864,24.861,24.858,24.864,24.869,24.865,24.867,24.874,24.87,7,4.186
A0067885B3 171958 T0256B 200910,A0067885B3 171958 S0256B 200910,16.575,16.573,16.536,16.57,16.549,16.532,16.589,16.562,16.557,24.864,24.863,24.86,24.86,24.859,24.86,24.869,24.876,24.873,10,4.192
A0067885B3 171958 T0257B 200910,A0067885B3 171958 S0257B 200910,16.544,16.546,16.563,16.529,16.48,16.57,16.534,16.514,16.571,24.874,24.872,24.871,24.862,24.865,24.863,24.883,24.89,24.884,7,4.186
A0067885B3 171958 T0258B 200910,A0067885B3 171958 S0258B 200910,16.534,16.525,16.531,16.509,16.469,16.5,16.518,16.488,16.53,24.86,24.859,24.856,24.873,24.876,24.874,24.868,24.874,24.87,2,4.175
A0067885B3 171958 T0259B 200910,A0067885B3 171958 S0259B 200910,16.534,16.585,16.549,16.523,16.556,16.538,16.543,16.557,16.576,24.851,24.848,24.843,24.865,24.866,24.866,24.853,24.941,24.848,7,4.186
A0067885B3 171958 T0260B 200910,A0067885B3 171958 S0260B 200910,16.54,16.583,16.544,16.544,16.514,16.536,16.566,16.514,16.568,24.863,24.861,24.854,24.874,24.872,24.873,24.86,24.864,24.86,10,4.192
A0067885B3 171958 T0261B 200910,A0067885B3 171958 S0261B 200910,16.532,16.57,16.537,16.511,16.508,16.557,16.541,16.523,16.572,24.86,24.861,24.854,24.859,24.86,24.859,24.867,24.88,24.87,2,4.175
A0067885B3 171958 T0262B 200910,A0067885B3 171958 S0262B 200910,16.559,16.571,16.546,16.538,16.517,16.518,16.55,16.551,16.529,24.871,24.868,24.866,24.857,24.868,24.864,24.876,24.882,24.877,10,4.192
A0067885B3 171958 T0263B 200910,A0067885B3 171958 S0263B 200910,16.57,16.557,16.544,16.554,16.503,16.541,16.567,16.526,16.559,24.87,24.867,24.862,24.864,24.867,24.865,24.868,24.875,24.868,10,4.192
A0067885B3 171958 T0264B 200910,A0067885B3 171958 S0264B 200910,16.533,16.566,16.531,16.491,16.502,16.482,16.517,16.498,16.508,24.871,24.869,24.867,24.872,24.873,24.872,24.876,24.882,24.879,7,4.186
A0067885B3 171958 T0265B 200910,A0067885B3 171958 S0265B 200910,16.537,16.564,16.548,16.543,16.514,16.548,16.549,16.541,16.562,24.859,24.859,24.851,24.844,24.848,24.849,24.868,24.872,24.863,10,4.192
A0067885B3 171958 T0266B 200910,A0067885B3 171958 S0266B 200910,16.549,16.557,16.548,16.531,16.518,16.53,16.553,16.525,16.555,24.867,24.868,24.865,24.863,24.867,24.865,24.876,24.882,24.877,7,4.186
A0067885B3 171958 T0267B 200910,A0067885B3 171958 S0267B 200910,16.538,16.557,16.552,16.554,16.498,16.542,16.522,16.517,16.55,24.862,24.864,24.856,24.867,24.867,24.866,24.882,24.867,24.861,2,4.175
A0067885B3 171958 T0268B 200910,A0067885B3 171958 S0268B 200910,16.55,16.569,16.556,16.544,16.521,16.529,16.574,16.524,16.547,24.867,24.864,24.861,24.865,24.869,24.866,24.869,24.876,24.87,7,4.186
A0067885B3 171958 T0269B 200910,A0067885B3 171958 S0269B 200910,16.548,16.554,16.568,16.537,16.515,16.538,16.556,16.536,16.55,24.874,24.871,24.866,24.861,24.864,24.863,24.88,24.885,24.879,7,4.186
A0067885B3 171958 T0270B 200910,A0067885B3 171958 S0270B 200910,16.542,16.559,16.554,16.517,16.543,16.539,16.533,16.552,16.58,24.864,24.862,24.858,24.865,24.866,24.866,24.87,24.875,24.869,7,4.186
A0067885B3 171958 T0271B 200910,A0067885B3 171958 S0271B 200910,16.551,16.554,16.549,16.549,16.479,16.522,16.564,16.497,16.541,24.864,24.86,24.857,24.865,24.866,24.864,24.867,24.901,24.867,10,4.192
A0067885B3 171958 T0272B 200910,A0067885B3 171958 S0272B 200910,16.541,16.574,16.547,16.567,16.521,16.548,16.58,16.555,16.551,24.867,24.864,24.862,24.876,24.876,24.875,24.874,24.88,24.877,7,4.186
A0067885B3 171958 T0273B 200910,A0067885B3 171958 S0273B 200910,16.537,16.582,16.544,16.523,16.509,16.513,16.549,16.504,16.545,24.873,24.871,24.866,24.859,24.866,24.862,24.881,24.886,24.882,7,4.186
A0067885B3 171958 T0274B 200910,A0067885B3 171958 S0274B 200910,16.554,16.559,16.544,16.535,16.499,16.528,16.568,16.504,16.55,24.868,24.866,24.861,24.848,24.85,24.85,24.875,24.881,24.875,10,4.192
A0067885B3 171958 T0275B 200910,A0067885B3 171958 S0275B 200910,16.526,16.564,16.524,16.509,16.524,16.485,16.536,16.513,16.516,24.87,24.866,24.86,24.863,24.86,24.861,24.874,24.894,24.871,7,4.186
A0067885B3 171958 T0276B 200910,A0067885B3 171958 S0276B 200910,16.556,16.576,16.573,16.541,16.521,16.552,16.562,16.537,16.562,24.87,24.869,24.865,24.863,24.867,24.864,24.877,24.884,24.878,7,4.186
A0067885B3 171958 T0277B 200910,A0067885B3 171958 S0277B 200910,16.531,16.509,16.521,16.465,16.438,16.454,16.494,16.446,16.493,24.862,24.86,24.856,24.871,24.873,24.87,24.868,24.874,24.875,10,4.192
A0067885B3 171958 T0278B 200910,A0067885B3 171958 S0278B 200910,16.542,16.573,16.56,16.549,16.498,16.555,16.57,16.522,16.56,24.866,24.87,24.862,24.866,24.868,24.867,24.87,24.881,24.873,7,4.186
A0067885B3 171958 T0279B 200910,A0067885B3 171958 S0279B 200910,16.535,16.572,16.546,16.545,16.522,16.551,16.563,16.551,16.554,24.869,24.867,24.863,24.873,24.871,24.872,24.876,24.886,24.876,7,4.186
A0067885B3 171958 T0280B 200910,A0067885B3 171958 S0280B 200910,16.559,16.559,16.538,16.561,16.519,16.519,16.59,16.52,16.545,24.855,24.852,24.85,24.857,24.859,24.857,24.858,24.865,24.857,7,4.186
A0067885B3 171958 T0281B 200910,A0067885B3 171958 S0281B 200910,16.525,16.568,16.561,16.519,16.522,16.563,16.533,16.544,16.579,24.854,24.855,24.847,24.871,24.873,24.872,24.858,24.865,24.876,7,4.186
A0067885B3 171958 T0282B 200910,A0067885B3 171958 S0282B 200910,16.536,16.56,16.55,16.534,16.516,16.531,16.551,16.532,16.555,24.869,24.868,24.866,24.856,24.863,24.859,24.875,24.879,24.876,7,4.186
A0067885B3 171958 T0283B 200910,A0067885B3 171958 S0283B 200910,16.554,16.556,16.545,16.538,16.513,16.546,16.552,16.529,16.562,24.874,24.873,24.868,24.864,24.866,24.865,24.882,24.89,24.882,10,4.192
A0067885B3 171958 T0284B 200910,A0067885B3 171958 S0284B 200910,16.534,16.539,16.522,16.488,16.46,16.492,16.528,16.45,16.528,24.857,24.859,24.854,24.876,24.877,24.876,24.868,24.87,24.865,7,4.186
A0067885B3 171958 T0285B 200910,A0067885B3 171958 S0285B 200910,16.541,16.572,16.532,16.541,16.529,16.528,16.559,16.544,16.549,24.864,24.863,24.858,24.866,24.866,24.866,24.867,24.881,24.866,7,4.186
A0067885B3 171958 T0286B 200910,A0067885B3 171958 S0286B 200910,16.552,16.571,16.541,16.563,16.521,16.54,16.576,16.543,16.556,24.861,24.856,24.853,24.861,24.863,24.862,24.868,24.875,24.869,10,4.192
